ID Posla;Vrsta najemnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena najemnina;Vključenost obratovalnih stroškov v najemnino;Vključenost DDV;Stopnja DDV;Datum začetka najema;Datum prenehanja najema;Čas najema;Trajanje najema;Datum zaključka najema /Datum predčasne prekinitve najema;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
299367;1;04.01.2017;01.01.2017;100;0;0;;01.01.2017;31.12.2018;1;24;31.12.2018;;0;12.07.2021;04.01.2017;1;4
299369;1;04.01.2017;21.12.2016;160;0;0;;21.12.2016;21.12.2017;1;12;21.12.2017;;0;30.07.2019;04.01.2017;1;4
299377;1;04.01.2017;01.10.2016;100;0;0;;01.10.2016;31.07.2017;1;10;31.07.2017;;0;30.07.2019;04.01.2017;1;4
299384;1;04.01.2017;15.11.2016;125;0;0;;15.11.2016;15.11.2017;1;12;15.11.2017;;0;12.07.2021;04.01.2017;1;4
299389;1;04.01.2017;22.08.2016;150;0;0;;01.09.2016;01.09.2017;1;12;30.06.2017;Razlog predčasnega zaključka : ni;;12.07.2021;04.01.2017;1;4
299400;1;04.01.2017;31.10.2016;100;0;0;;31.10.2016;31.10.2017;1;12;31.10.2017;;0;12.07.2021;04.01.2017;2;1
299405;1;04.01.2017;01.10.2016;100;0;0;;01.10.2016;01.07.2017;1;9;01.07.2017;;0;30.07.2019;04.01.2017;1;4
299406;1;04.01.2017;01.08.2016;50;0;0;;01.08.2016;31.12.2016;1;5;31.12.2016;;0;30.07.2019;04.01.2017;1;4
299418;1;04.01.2017;30.12.2016;43,89;1;0;;01.01.2017;31.12.2017;1;12;30.06.2017;Razlog predčasnega zaključka : Sporazumno prenehanje in preselitev v druge prostore.;0;30.07.2019;04.01.2017;1;4
299419;4;30.01.2017;16.12.2016;300;1;0;;16.12.2016;30.11.2017;1;12;30.11.2017;;0;30.07.2019;30.01.2017;1;4
299420;1;04.01.2017;30.12.2016;50,23;1;0;;01.01.2017;;2;;30.06.2017;Razlog predčasnega zaključka : Sporazumno prenehanje in preselitev v nove prostore.;0;30.07.2019;04.01.2017;1;4
299422;1;04.01.2017;30.11.2016;97,88;1;0;;01.12.2016;30.11.2017;1;12;30.11.2017;;0;30.07.2019;04.01.2017;2;4
299437;5;04.01.2017;28.11.2016;100,56;0;0;;01.12.2016;;2;;;;0;30.07.2019;04.01.2017;1;4
299439;1;04.01.2017;29.12.2016;220;0;0;;31.12.2016;30.11.2017;1;11;31.05.2017;Razlog predčasnega zaključka : Sporazumna odpoved;0;30.07.2019;04.01.2017;2;4
299443;1;04.01.2017;18.04.2014;1908;0;0;;29.04.2014;29.04.2017;1;36;29.04.2017;;0;29.04.2017;04.01.2017;1;4
299445;1;04.01.2017;03.10.2016;200;1;0;;03.10.2016;30.09.2017;1;12;30.09.2017;Stanovanje v večstanovanjskem objektu.;0;30.07.2019;04.01.2017;1;4
299474;1;05.01.2017;31.07.2016;300;0;0;;31.07.2016;30.06.2017;1;11;30.06.2017;;0;12.07.2021;05.01.2017;2;4
299478;1;05.01.2017;01.01.2017;138;1;0;;01.01.2017;;2;;;;0;24.02.2021;05.01.2017;1;4
299488;1;05.01.2017;21.11.2016;60;0;0;;01.01.2017;21.10.2017;1;10;21.10.2017;Razlog predčasnega zaključka : Napačen datum sklenitve pogodbe med vnosom podatkov.;0;30.07.2019;05.01.2017;1;4
299501;1;05.01.2017;31.12.2016;150;0;0;;01.01.2017;30.06.2017;1;6;30.06.2017;;0;12.07.2021;05.01.2017;1;4
299502;1;05.01.2017;04.01.2017;205;0;0;;05.01.2017;;2;;;Z aneksom se spremeni kvadratura in cena najetih prostorov. Po novem 41,00 m2 po ceni 5,00?/m2 oziroma 205,00? mesečno.;;30.07.2019;05.01.2017;2;4
299505;1;05.01.2017;11.11.2016;400;0;0;;01.12.2016;29.11.2017;1;12;29.11.2017;;0;12.07.2021;05.01.2017;1;4
299522;1;05.01.2017;29.12.2016;3618,84;1;0;;01.01.2017;30.09.2017;1;9;30.09.2017;;0;30.07.2019;05.01.2017;2;4
299531;1;05.01.2017;29.12.2016;400;0;0;;01.01.2017;31.12.2017;1;12;30.11.2017;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;05.01.2017;2;4
299532;1;05.01.2017;01.10.2016;250;1;0;;01.10.2016;30.09.2017;1;12;30.09.2016;;0;30.07.2019;05.01.2017;1;4
299548;1;05.01.2017;01.01.2016;580,38;0;0;;01.01.2017;;2;;;17-02-102-0;0;30.07.2019;05.01.2017;1;4
299554;1;05.01.2017;01.07.2016;3859,86;0;0;;01.07.2016;30.06.2017;1;12;30.06.2017;;0;30.07.2019;05.01.2017;2;4
299563;1;05.01.2017;01.01.2016;370;0;0;;01.01.2016;30.03.2017;1;15;30.03.2017;;0;12.07.2021;05.01.2017;1;4
299566;1;05.01.2017;27.05.2014;45;0;0;;01.06.2014;31.12.2016;1;31;31.12.2016;;0;05.01.2017;05.01.2017;1;4
299568;1;05.01.2017;27.05.2014;45;0;0;;01.06.2014;31.12.2016;1;31;31.12.2016;;0;05.01.2017;05.01.2017;1;4
299595;2;05.01.2017;14.12.2016;80;0;0;;15.12.2016;;2;;;;0;12.07.2021;05.01.2017;1;4
299600;1;05.01.2017;03.01.2017;150;0;0;;03.01.2017;;2;;;;0;12.07.2021;05.01.2017;1;4
299605;1;06.01.2017;28.12.2016;550;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;06.01.2017;1;4
299613;1;06.01.2017;23.12.2016;220;0;0;;23.12.2016;23.12.2017;1;12;23.12.2017;;0;12.07.2021;06.01.2017;1;4
299616;1;06.01.2017;03.01.2017;145;1;0;;03.01.2017;02.01.2018;1;12;30.04.2017;DDV oproščen na podlagi 2.točke 44.člena ZDDV-1.Razlog predčasnega zaključka : Najemnik se je izselil.;0;30.07.2019;06.01.2017;1;4
299641;1;06.01.2017;03.01.2017;80;1;0;;03.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;06.01.2017;1;4
299646;1;06.01.2017;03.12.2016;200;0;0;;03.12.2016;02.12.2017;1;12;31.05.2017;Razlog predčasnega zaključka : Najemnik se je preselil drugam;0;30.07.2019;06.01.2017;1;4
299657;1;06.01.2017;23.12.2016;160;0;0;;01.01.2017;30.11.2017;1;11;31.05.2017;Razlog predčasnega zaključka : Prekinitev;;12.07.2021;06.01.2017;2;4
299664;1;06.01.2017;01.01.2017;250;0;0;;01.01.2017;30.11.2017;1;11;30.11.2017;;;12.07.2021;06.01.2017;1;4
299666;1;06.01.2017;01.12.2016;250;0;0;;01.12.2016;30.11.2017;1;12;30.11.2017;;;12.07.2021;06.01.2017;1;4
299667;1;06.01.2017;01.01.2017;250;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;;12.07.2021;06.01.2017;1;4
299690;1;07.01.2017;28.12.2016;550;0;0;;30.12.2016;29.12.2017;1;12;29.12.2017;;0;30.07.2019;07.01.2017;2;4
299693;1;07.01.2017;31.12.2016;1332,5;1;0;;01.01.2017;31.12.2017;1;12;31.12.2017;DDV NI OBRAČUNAN NA OSNOVI 2. ODSTAVKA 44. ČLENA ZDDV-1.;0;30.07.2019;07.01.2017;1;4
299708;1;09.01.2017;13.06.2016;244;0;1;4;13.07.2016;31.12.2016;1;6;31.12.2016;;0;30.07.2019;09.01.2017;1;1
299714;1;09.01.2017;01.12.2016;200;1;0;;01.12.2016;31.10.2017;1;11;31.10.2017;;0;12.07.2021;09.01.2017;1;4
299718;1;09.01.2017;30.06.2016;100;0;0;;30.06.2016;30.10.2016;1;4;30.10.2016;;0;12.07.2021;09.01.2017;2;4
299736;1;09.01.2017;01.12.2016;275;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;09.01.2017;2;4
299737;1;09.01.2017;31.12.2016;75;0;0;;01.01.2017;30.06.2017;1;6;30.06.2017;;0;12.07.2021;09.01.2017;1;4
299740;1;09.01.2017;09.12.2016;140;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;12.07.2021;09.01.2017;2;4
299749;1;09.01.2017;07.10.2016;550;0;0;;07.10.2016;01.10.2017;1;12;01.10.2017;;1;12.07.2021;09.01.2017;1;4
299752;1;09.01.2017;01.12.2016;150;0;0;;01.12.2016;31.10.2017;1;11;31.10.2017;;0;30.07.2019;09.01.2017;1;4
299756;1;09.01.2017;21.12.2016;310;0;0;;21.12.2016;21.01.2017;1;1;20.01.2017;;0;12.07.2021;09.01.2017;1;4
299764;1;09.01.2017;06.01.2017;80;0;0;;09.01.2017;08.01.2018;1;12;31.08.2017;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;09.01.2017;1;4
299765;2;09.01.2017;01.01.2017;83,33;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;12.07.2021;09.01.2017;1;4
299767;1;09.01.2017;14.05.2016;70;0;0;;14.05.2016;13.04.2017;1;11;13.04.2017;;0;12.07.2021;09.01.2017;2;4
299769;1;09.01.2017;27.12.2016;110;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;12.07.2021;09.01.2017;2;4
299781;1;09.01.2017;29.11.2016;550;0;0;;01.01.2017;31.12.2017;1;12;30.04.2017;Razlog predčasnega zaključka : Prekinitev;1;12.07.2021;09.01.2017;1;4
299786;1;09.01.2017;01.01.2017;150;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;;12.07.2021;09.01.2017;2;4
299788;1;09.01.2017;06.01.2017;20;0;0;;06.01.2017;;2;;04.03.2017;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;09.01.2017;1;4
299807;1;09.01.2017;28.11.2016;150;0;0;;01.12.2016;30.11.2017;1;12;30.11.2017;;;02.10.2019;09.01.2017;2;1
299828;1;09.01.2017;15.12.2016;140,91;0;0;;16.12.2016;15.12.2017;1;12;15.12.2017;anex;0;30.07.2019;09.01.2017;2;4
299829;1;09.01.2017;31.10.2016;917,93;0;1;4;31.10.2016;01.02.2019;1;28;01.02.2019;;;30.07.2019;09.01.2017;1;4
299837;1;09.01.2017;19.12.2016;391,86;0;1;4;01.01.2017;31.12.2017;1;12;30.06.2017;anex 1Razlog predčasnega zaključka : Sporazumna odpoved najemnega razmerja.;0;30.07.2019;09.01.2017;2;4
299840;1;09.01.2017;09.12.2016;139,4;1;0;;10.12.2016;09.03.2017;1;3;09.03.2017;anex 8;;30.07.2019;09.01.2017;2;4
299852;1;09.01.2017;10.10.2016;300;1;0;;20.10.2016;20.10.2017;1;12;20.10.2017;;0;30.07.2019;09.01.2017;1;4
299858;1;10.01.2017;22.09.2016;145;0;0;;22.09.2016;31.12.2017;1;16;31.12.2017;05 7640305, robert.suc@gmail.com;0;12.07.2021;10.01.2017;1;4
299866;1;10.01.2017;04.01.2017;310;0;0;;04.01.2017;03.01.2018;1;12;03.01.2018;;0;12.07.2021;10.01.2017;1;4
299867;1;10.01.2017;01.06.2016;200;1;0;;01.06.2016;25.05.2017;1;12;25.05.2017;najemnina se deli na 2 lastnika;;12.07.2021;10.01.2017;1;4
299870;1;10.01.2017;28.12.2016;74,39;0;0;;01.01.2017;30.06.2017;1;6;30.06.2017;;0;30.07.2019;10.01.2017;2;3
299877;1;10.01.2017;01.01.2017;200;0;0;;01.01.2017;30.06.2017;1;6;30.06.2017;;0;12.07.2021;10.01.2017;1;4
299882;1;10.01.2017;31.12.2016;180;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;12.07.2021;10.01.2017;2;4
299884;1;10.01.2017;30.12.2016;1000;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;;12.07.2021;10.01.2017;2;4
299890;1;10.01.2017;19.12.2016;200;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;12.07.2021;10.01.2017;2;4
299896;1;10.01.2017;31.12.2016;50;0;1;4;01.01.2017;;2;;31.12.2018;Razlog predčasnega zaključka : Odpoved pogodbe;;30.07.2019;10.01.2017;1;4
299905;1;10.01.2017;06.12.2016;80;0;0;;06.12.2016;31.12.2017;1;13;31.12.2017;;0;12.07.2021;10.01.2017;2;4
299907;1;10.01.2017;15.04.2016;100;0;0;;15.04.2016;15.03.2017;1;11;15.03.2017;041 613191;0;12.07.2021;10.01.2017;1;4
299908;2;10.01.2017;30.12.2016;273;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;10.01.2017;2;4
299923;1;10.01.2017;05.01.2017;213,5;0;1;4;05.01.2017;04.01.2018;1;12;04.01.2018;;1;30.07.2019;10.01.2017;2;4
299928;1;10.01.2017;05.12.2016;100;0;0;;07.12.2016;07.12.2017;1;12;07.09.2017;;0;12.07.2021;10.01.2017;2;4
299930;1;10.01.2017;15.03.2016;150;1;0;;15.03.2016;15.12.2016;1;9;15.12.2016;040135353;0;12.07.2021;10.01.2017;1;4
299944;1;10.01.2017;01.10.2016;200;1;0;;01.10.2016;;2;;;;;12.07.2021;10.01.2017;1;4
299945;1;10.01.2017;12.09.2016;400;0;0;;15.10.2016;15.10.2017;1;12;15.10.2017;;0;12.07.2021;10.01.2017;1;4
299966;1;10.01.2017;21.11.2016;320;0;0;;01.12.2016;30.11.2019;1;36;30.11.2019;;0;01.12.2019;10.01.2017;1;4
299977;5;10.01.2017;23.12.2016;102,42;1;0;;23.12.2016;;2;;06.03.2018;Razlog predčasnega zaključka : zamenjava neprofitnega najemnega stanovanja;;30.07.2019;10.01.2017;1;4
299984;1;10.01.2017;22.12.2016;61;0;1;4;01.01.2017;30.06.2017;1;6;20.04.2017;Razlog predčasnega zaključka : Sporazumen predčasen zaključek najemnega razmerja zaradi prodaje nepremičnine v stečajnem postopku;0;30.07.2019;10.01.2017;2;4
299987;1;10.01.2017;06.01.2017;5063;0;1;4;01.02.2017;01.08.2017;1;6;31.07.2017;;0;30.07.2019;10.01.2017;2;4
300003;1;10.01.2017;10.12.2016;400;0;0;;01.01.2017;30.12.2017;1;12;31.05.2017;Razlog predčasnega zaključka : sporazumna prekinitev zaradi odselitve;0;30.07.2019;10.01.2017;2;4
300008;1;11.01.2017;11.12.2016;550;1;0;;11.12.2016;11.03.2017;1;3;11.03.2017;;;30.07.2019;11.01.2017;1;4
300014;1;11.01.2017;14.12.2016;131,76;0;1;4;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;11.01.2017;1;4
300015;1;11.01.2017;06.12.2016;250;0;0;;06.12.2016;06.02.2017;1;2;06.02.2017;;0;12.07.2021;11.01.2017;2;4
300020;1;11.01.2017;06.12.2016;33,55;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;11.01.2017;1;4
300023;1;11.01.2017;21.12.2015;250;1;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;11.01.2017;1;4
300030;1;11.01.2017;01.01.2017;50;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;;12.07.2021;11.01.2017;1;4
300044;1;11.01.2017;01.01.2017;200;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;12.07.2021;11.01.2017;1;4
300061;1;11.01.2017;01.09.2016;84,6;0;0;;01.09.2016;01.08.2017;1;11;01.08.2017;;0;30.07.2019;11.01.2017;1;4
300076;1;11.01.2017;27.12.2016;264;1;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;11.01.2017;2;4
300102;1;11.01.2017;17.11.2016;500;0;0;;17.11.2016;30.11.2017;1;13;21.11.2017;;0;12.07.2021;11.01.2017;1;4
300109;1;13.01.2017;22.11.2016;366;0;1;4;01.12.2016;01.12.2017;1;12;01.12.2017;;0;30.07.2019;13.01.2017;1;4
300113;1;11.01.2017;10.01.2017;320;1;0;;23.01.2017;;2;;31.03.2017;Razlog predčasnega zaključka : prodaja prostorov najemodajalca;0;30.07.2019;11.01.2017;1;4
300117;1;11.01.2017;11.01.2017;150;0;0;;11.01.2017;11.01.2018;1;12;10.01.2018;;0;12.07.2021;11.01.2017;2;4
300123;1;11.01.2017;05.11.2015;734,66;1;0;;05.11.2015;;2;;01.06.2017;Razlog predčasnega zaključka : Odpoved pogodbe s strani najemnikaRazlog predčasnega zaključka : Sporazumna prekinitev najemnega razmerja;0;30.07.2019;11.01.2017;1;4
300128;1;11.01.2017;01.11.2016;270;0;0;;01.11.2016;;2;;;;0;30.07.2019;11.01.2017;1;4
300131;1;11.01.2017;16.12.2016;580;0;0;;16.12.2016;15.12.2017;1;12;15.12.2017;;0;30.07.2019;11.01.2017;1;4
300132;1;11.01.2017;15.11.2016;772,53;1;1;4;01.01.2017;31.12.2017;1;12;31.12.2017;;1;30.07.2019;11.01.2017;2;4
300140;1;11.01.2017;24.06.2011;26;1;1;2;01.12.2016;31.12.2016;1;1;31.12.2016;;;15.11.2017;11.01.2017;1;4
300143;1;11.01.2017;06.04.2009;28;1;1;2;01.12.2016;31.12.2016;1;1;31.12.2016;;;15.02.2017;11.01.2017;1;4
300144;1;11.01.2017;09.09.2010;32;1;1;2;01.12.2016;31.12.2016;1;1;31.12.2016;;;14.02.2020;11.01.2017;1;4
300147;1;11.01.2017;20.04.2015;300;1;1;4;01.12.2016;31.12.2016;1;1;31.12.2016;;;30.07.2019;11.01.2017;1;4
300155;1;11.01.2017;31.12.2015;114;0;1;4;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;11.01.2017;2;4
300157;1;11.01.2017;30.12.2016;142;1;0;;30.12.2016;31.12.2017;1;13;31.12.2017;;0;30.07.2019;11.01.2017;1;4
300170;1;12.01.2017;15.12.2016;915;0;1;4;15.01.2017;;2;;21.06.2017;Razlog predčasnega zaključka : Sporazumna prekinitev najemne pogodbe.;;30.07.2019;12.01.2017;1;4
300206;4;12.01.2017;08.09.2016;107,84;0;0;;01.01.2017;;2;;;;;30.07.2019;12.01.2017;2;4
300248;1;12.01.2017;21.09.2016;110;0;0;;21.09.2016;20.09.2017;1;12;20.09.2017;;0;12.07.2021;12.01.2017;2;4
300266;1;12.01.2017;28.05.2015;595,85;0;1;4;01.07.2015;31.12.2016;1;18;31.12.2016;Obratovalni stroški se zaračunajo posebej na podlagi razdelilnika stroškov upravnika SPL d.d..;0;30.07.2019;12.01.2017;1;4
300278;1;12.01.2017;01.09.2016;200;0;0;;01.09.2016;31.07.2017;1;11;31.07.2017;;;12.07.2021;12.01.2017;1;4
300291;1;12.01.2017;23.11.2016;30;1;0;;01.01.2017;;2;;;;0;30.07.2019;12.01.2017;1;4
300307;1;12.01.2017;27.12.2016;255,65;1;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;30.07.2019;12.01.2017;2;4
300312;1;12.01.2017;11.01.2017;266,6;0;0;;15.02.2017;;2;;;;0;30.07.2019;12.01.2017;1;1
300325;1;12.01.2017;19.12.2016;85;0;1;4;19.12.2016;;2;;19.01.2017;Razlog predčasnega zaključka : odpoved;;30.07.2019;12.01.2017;1;4
300330;1;12.01.2017;22.12.2016;85;0;1;4;22.12.2016;;2;;31.12.2016;Razlog predčasnega zaključka : odpoved;;30.07.2019;12.01.2017;1;4
300338;1;12.01.2017;14.12.2016;49;0;1;4;14.12.2016;;2;;07.04.2017;Razlog predčasnega zaključka : prodaja PH;;30.07.2019;12.01.2017;1;4
300354;1;13.01.2017;31.12.2016;60;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;nives.pohlen@gmail.com;0;12.07.2021;13.01.2017;2;4
300356;1;13.01.2017;01.01.2017;30;1;0;;01.01.2017;31.12.2017;1;12;30.09.2017;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;13.01.2017;1;4
