ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Interna oznaka oddanih prostorov;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta oddanih prostorov;Opremljenost oddanih prostorov;Mikrolokacija oddanih prostorov;Izložba;Nakupovalni center;Površina oddanih prostorov;Površina oddanih prostorov enaka delu stavbe;Pogodbena najemnina posameznih oddanih prostorov;Opombe o oddanih prostorih;Leto izgradnje stavbe;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina dela stavbe;Prostori dela stavbe;Uporabna površina oddanih prostorov;Gostinski vrt;Vključenost gostinskega vrta v najemnino;Površina gostinskega vrta
508416;1973;MEDVODE;MEDVODE;598;1;;MEDVODE;CESTA OB SORI;9;;;10;0;;;;366,14;;;;1980;10 - Trgovski del stavbe;pritličje;;417,6;417,6; lokal, prodajalna;355,76;;;
485727;2636;BEŽIGRAD;LJUBLJANA;3626;429;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;13,7;;;;1996;1242003 - Pokrito parkirišče;;;13,7;13,7; garažni parkirni prostor;13,7;;;
517029;660;STUDENCI;MARIBOR;3645;4;;MARIBOR;ENGELSOVA ULICA;52;;4;2;0;;;;65,06;;;;1995;2 - Stanovanje;nadstropje;;70,7;62,8; bivalni prostor | klet | odprta terasa, balkon, loža;;0;;
476374;1456;NOVO MESTO;NOVO MESTO;10217;1;;;;;;;11;0;;;;32;;;;1960;1252002 - Skladišča;pritličje;;32;32; proizvodni in skladiščni prostor;32;;;
485727;2636;BEŽIGRAD;LJUBLJANA;3626;444;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;12,5;;;;1996;1242003 - Pokrito parkirišče;klet;;12,5;12,5; garažni parkirni prostor;12,5;;;
500839;681;POBREŽJE;MARIBOR;266;83;;MARIBOR;ULICA ŠTRAVHOVIH;39;;;14;0;;;;10;;;;1986;37 - Skupni komunikacijski prostor;nadstropje;;2,5;2,5; skupni komunikacijski prostor;10;;;
513293;2605;KOPER;KOPER;2056;54;U15;KOPER;ANKARANSKA CESTA;2;;54;8;0;3;;;180,2;;;;2010;10 - Trgovski del stavbe;nadstropje;;176,7;154,5; lokal, prodajalna | proizvodni in skladiščni prostor;;;;
509094;658;KOROŠKA VRATA;MARIBOR;2171;479;;MARIBOR;KOROŠKA CESTA;53;;;3;0;;;;12,5;;;;2001;16 - Garažno parkirno mesto;drugo;;12,5;12,5; garažni parkirni prostor;12,5;;;
512596;2117;ZGORNJI BRNIK;CERKLJE NA GORENJSKEM;848;1;;Zgornji Brnik;Zgornji Brnik;130;U;;15;0;;;;1974;;;pogodba št. S03-10/06				 					 poslovni prostori v pritličju stavbe:"Logistični objekt DHL"					 št. nahajališča 0101141712   v površini 1.974,00 m2;2007;1241007 - Letališče;pritličje;;2705,2;2705,2; poslovni prostor | poslovni prostor;;;;
521059;1738;DRAVLJE;LJUBLJANA;3344;11;;LJUBLJANA;KAVADARSKA CESTA;5;;;3;0;;;;12;;;;2010;15 - Garaža;klet;;12;12; garaža;;;;
497273;2636;BEŽIGRAD;LJUBLJANA;100;9;;Ljubljana;Mašera-Spasićeva ulica;11;;9;2;1;;;;61,7;;;;1966;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;61,7;60,8; bivalni prostor | klet;;;;
485018;1772;SLAPE;LJUBLJANA;5126;5;7283;;;;;;4;0;;;;12,78;;;;2011;1242002 - garaža v garažni hiši;pritličje;;12,1;12,1; garaža;;;;
512637;1321;LESKOVEC;KRŠKO;605;1;;KRŠKO;CESTA KRŠKIH ŽRTEV;135;C;;9;1;2;;;127,9;;;;1997;9 - Poslovni del stavbe;pritličje;;2899,6;829,1; lokal, prodajalna | odprta terasa, balkon, loža | poslovni prostor | proizvodni in skladiščni prostor | prostor z omejeno uporabo | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor;127,9;1;1;25
485292;2304;NOVA GORICA;NOVA GORICA;3037;595;;NOVA GORICA;DELPINOVA ULICA;18;B;;3;1;;;;10;;;;2011;1242002 - garaža v garažni hiši;klet;;10;10; garaža;10;;;
494512;2365;ČRNI VRH;IDRIJA;180;6;;ČRNI VRH;ČRNI VRH;102;;6;6;1;3;;;14,37;;;;1960;8 - Poslovni prostor javne uprave;pritličje;;130;95,5; poslovni prostor;14,37;;;
521059;1738;DRAVLJE;LJUBLJANA;3344;34;;LJUBLJANA;KAVADARSKA CESTA;5;;;3;0;;;;12;;;;2010;15 - Garaža;klet;;12;12; garaža;;;;
479586;1961;TRZIN;TRZIN;1367;2;;TRZIN;ŠPRUHA;33;;;5;1;3;;;90,76;;;;1995;1220301 - Poslovni prostori;nadstropje;;588,8;500; poslovni prostor;;;;
497797;1737;TABOR;LJUBLJANA;541;14;;LJUBLJANA;VRHOVČEVA ULICA;8;;8;2;0;;;;58;;;;1912;2 - Stanovanje;nadstropje;;58;58; bivalni prostor;58;;;
485795;2636;BEŽIGRAD;LJUBLJANA;7937;751;;;;;;;3;0;;;;11,6;;;;1996;1242003 - Pokrito parkirišče;;;11,6;11,6; garažni parkirni prostor;;;;
513542;657;MARIBOR GRAD;MARIBOR;1991;400;;MARIBOR;GLAVNI TRG;19;C;163;8;1;2;;;101,3;;;;1980;10 - Trgovski del stavbe;pritličje;;101,3;101,3; lokal, prodajalna;101,3;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;105;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
501083;1735;STOŽICE;LJUBLJANA;1709;249;810a, 810b;LJUBLJANA;DUNAJSKA CESTA;156;;249;5;0;3;;;48,81;;;;1993;1220301 - Poslovni prostori;;;598,2;598,2; poslovni prostor;48,81;;;
521059;1738;DRAVLJE;LJUBLJANA;3344;52;;LJUBLJANA;KAVADARSKA CESTA;5;;;3;0;;;;12;;;;2010;15 - Garaža;klet;;12;12; garaža;;;;
490257;2636;BEŽIGRAD;LJUBLJANA;3526;78;;;;;;;15;0;;;;5,05;;;;1935;;;;;0;-;5,05;;;
494759;105;MURSKA SOBOTA;;3281;1;26;;;;;1;11;1;;;;84;;;;1981;1251001 - Industrijski del stavbe;pritličje;;3000;3000; proizvodni in skladiščni prostor;;;;
481453;2303;SOLKAN;NOVA GORICA;978;1;;SOLKAN;CESTA IX. KORPUSA;83;A;;3;0;;;;12;;;;1960;1274003 - Klet;pritličje;;1000;1000; klet;12;;;
480195;2122;HUJE;KRANJ;597;78;;;;;;;3;0;;;;12,5;;;;1977;1242002 - garaža v garažni hiši;pritličje;;12,3;12,3; garaža;;;;
509394;804;RADLJE OB DRAVI;RADLJE OB DRAVI;698;13;9002734;RADLJE OB DRAVI;PARTIZANSKA ULICA;42;;13;2;0;;;;31,03;;;;1974;2 - Stanovanje;nadstropje;;34;28,1; bivalni prostor;;0;;
485598;2636;BEŽIGRAD;LJUBLJANA;2780;721;15-071-021;LJUBLJANA;DUNAJSKA CESTA;50;;960;8;0;1;;;10;;;;1974;1230104 - Prodajalna;pritličje;;1320,9;0; lokal, prodajalna | lokal, prodajalna | lokal, prodajalna;;;;
484632;1727;POLJANSKO PREDMESTJE;LJUBLJANA;369;54;1579;LJUBLJANA;ZARNIKOVA ULICA;4;;38;2;0;;;;31,55;;;;1920;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;30,6;30,6; bivalni prostor;;;;
509075;2146;KOVOR;TRŽIČ;459;3;;KOVOR;GLAVNA CESTA;24;;3;10;0;;;;138,6;;;;1990;8 - Poslovni prostor javne uprave;pritličje;;453,4;341,7; poslovni prostor | proizvodni in skladiščni prostor | skupni komunikacijski prostor;138,6;;;
492358;693;MIKLAVŽ NA DRAVSKEM POLJU;MIKLAVŽ NA DRAVSKEM POLJU;2769;2;;MIKLAVŽ NA DRAVSKEM POLJU;ČRNICE;2;;1;2;0;;;;97,7;;;;2004;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;97,7;86,5; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
497791;1730;MOSTE;LJUBLJANA;4178;1;;LJUBLJANA;KAJUHOVA ULICA;32;S;;9;1;2;;;32;;;;2008;1230301 - Bencinski servis za maloprodajo;pritličje;;481,8;481,8; tehnični prostor | tehnični prostor | tehnični prostor;;;;
508375;1737;TABOR;LJUBLJANA;230;102;;LJUBLJANA;TRDINOVA ULICA;9;;9;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;2680,4;2680,4; garažni parkirni prostor;;;;
513506;657;MARIBOR GRAD;MARIBOR;1324;926;;;;;;;4;0;;;;12,9;;;;1988;15 - Garaža;drugo;;12,9;12,9; garaža;12,9;;;
504674;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;7643;564;B.4;LJUBLJANA;BARJANSKA CESTA;54;;564;5;0;3;;;361,98;;;;2005;9 - Poslovni del stavbe;nadstropje;;362;362; poslovni prostor;361,98;;;
508156;2290;KOJSKO;BRDA;221;3;;HUM;HUM;62;A;;4;0;;;;11,85;;;;1964;15 - Garaža;klet;;23,7;23,7; garaža;;0;;
521207;2015;GORENJI LOGATEC;LOGATEC;429;7;;LOGATEC;TABOR;29;;7;2;1;;;;34,1;;;;1800;2 - Stanovanje;nadstropje;;34,1;32,7; bivalni prostor | klet;34,1;;;
492108;1725;AJDOVŠČINA;LJUBLJANA;1443;1;;Ljubljana;Šubičeva ulica;3;A;1;3;0;;;;27,4;;;;1971;1242002 - Garaža;klet;;16403,3;16403,3; garaža;;;;
489172;1739;ZGORNJA ŠIŠKA;LJUBLJANA;3;126;;LJUBLJANA;ULICA BRATOV UČAKAR;130;;;14;0;;;;1,44;;;;1980;13 - Skupna raba;;;172;0; skupni komunikacijski prostor;;;;
504537;1884;LOKE PRI ZAGORJU;ZAGORJE OB SAVI;511;2;;LOKE PRI ZAGORJU;LOKE PRI ZAGORJU;23;A;2;5;1;3;;;393,2;;;;2002;21 - Skladišče;nadstropje;;561,6;561,6; proizvodni in skladiščni prostor;393,2;;;
485375;1379;SEVNICA;SEVNICA;1122;2;;SEVNICA;NASELJE HEROJA MAROKA;18;;2;16;1;;;;23,6;;;;1920;1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema;pritličje;3;113,9;72,6; bivalni prostor | klet;23,6;;;
516919;1730;MOSTE;LJUBLJANA;4210;471;;Ljubljana;Ameriška ulica;8;;;4;0;;;;11,4;;;;2010;1242002 - Garaža;klet;;11,4;11,4; garaža;;;;
477583;2636;BEŽIGRAD;LJUBLJANA;2414;94;210;LJUBLJANA;EINSPIELERJEVA ULICA;6;;94;5;1;3;;;16,34;;;;1979;1220301 - Poslovni prostori;nadstropje;;16,3;16,3; poslovni prostor;16,34;;;
479530;105;MURSKA SOBOTA;MURSKA SOBOTA;2792;22;;MURSKA SOBOTA;CVETKOVA ULICA;10;;;14;0;;;;5,3;;;Klet;1997;1274003 - Klet;klet;;5,3;5,3; klet;;;;
486749;964;VELENJE;VELENJE;2386;10;1 SOBA + KAB;Velenje;Tomšičeva cesta;45;;10;2;0;;;;30,54;;;;1963;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;30,5;30,5; bivalni prostor;;;;
513020;2630;PIRAN;PIRAN;1474;1;;PORTOROŽ;LADJEDELNIŠKA REBER;13;;1;1;1;;;;100;;;;1900;1121002 - Stanovanje v krajni vrstni hiši z dvema stanovanjema;pritličje;;76,9;75,2; bivalni prostor | klet;100;;;
497069;2144;BISTRICA;TRŽIČ;766;3;;BREZJE PRI TRŽIČU;BREZJE PRI TRŽIČU;55;;3;9;1;3;;;52,8;;;;1972;7 - Prehrambni gostinski obrat;pritličje;;52,8;52,8; lokal, prodajalna;52,8;0;;
508201;1074;SPODNJA HUDINJA;CELJE;3146;10;;CELJE;KIDRIČEVA ULICA;25;;10;5;1;3;;;41,76;;;;2004;1220301 - Poslovni prostori;drugo;;97,9;97,9; poslovni prostor;41,76;;;
517023;657;MARIBOR GRAD;MARIBOR;2148;17;;MARIBOR;ULICA KNEZA KOCLJA;16;;17;2;0;;;;58,6;;;;1900;2 - Stanovanje;nadstropje;;65,3;55,3; bivalni prostor | klet | odprta terasa, balkon, loža;;0;;
489341;2131;STRAŽIŠČE;KRANJ;798;1;;KRANJ;ŠKOFJELOŠKA CESTA;20;;1;5;0;3;;;21;;;;1938;1230101 - Nakupovalni center;klet;;600;600; lokal, prodajalna;21;;;
492276;2304;NOVA GORICA;NOVA GORICA;805;43;;NOVA GORICA;CANKARJEVA ULICA;54;;43;2;0;;;;67,12;;;;1975;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;69;60,7; bivalni prostor | klet | zaprta terasa, balkon, loža;;;;
479996;1736;BRINJE I;LJUBLJANA;1052;35;;LJUBLJANA;BARAGOVA ULICA;7;;;11;0;;;;834,3;;;;1976;1252002 - Skladišča;klet;;834,3;834,3; proizvodni in skladiščni prostor;;;;
494869;2460;NAKLO;DIVAČA;14;1;;MATAVUN;MATAVUN;10;;;12;1;;;;203,5;;;;1815;5 - Koča, dom;pritličje;;203,5;190,6; bivalni prostor;190,6;;;
483954;1757;NADGORICA;LJUBLJANA;828;26;PM-K15;;;;;26;3;0;;;;11,3;;;;2007;1242003 - Pokrito parkirišče;klet;;11,3;11,3; garažni parkirni prostor;;;;
484372;2706;ZELENA JAMA;LJUBLJANA;1028;199;5837;;;;;;4;0;;;;12,5;;;;2008;1242002 - garaža v garažni hiši;klet;;12,5;12,5; garaža;;;;
517637;1756;ČRNUČE;LJUBLJANA;2046;1;;;;;;;8;1;2;;;455;;;;1960;1252002 - Skladišča;pritličje;;2289;2289; proizvodni in skladiščni prostor | proizvodni in skladiščni prostor | proizvodni in skladiščni prostor;455;;;
484282;1723;VIČ;LJUBLJANA;5540;18;5512;LJUBLJANA;CESTA V GORICE;25;;18;2;0;;;;65,5;;;;2007;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;67,1;60,4; bivalni prostor | klet;;;;
480077;1738;DRAVLJE;LJUBLJANA;2058;3;3;Ljubljana;Drabosnjakova ulica;9;E;3;11;0;;;;31,8;;;Prostor se uporablja kot skladišče.;1950;1252002 - Skladišča;pritličje;;121,8;121,8; proizvodni in skladiščni prostor;;;;
512885;2636;BEŽIGRAD;LJUBLJANA;3626;190;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;12,8;;;;1996;1242003 - Pokrito parkirišče;klet;;12,8;12,8; garažni parkirni prostor;12,8;;;
494333;1739;ZGORNJA ŠIŠKA;LJUBLJANA;3019;1;P107-P115;;;;;;5;1;3;;;251,46;;;;1945;1220301 - Poslovni prostori;pritličje;;2473;1606,7; poslovni prostor;251,46;;;
504692;567;ZGORNJA VELKA;ŠENTILJ;496;1;;ZGORNJA VELKA;ZGORNJA VELKA;48;A;1;2;0;;;;59,35;;;;1950;1 - Stanovanje v enostanovanjski stavbi;mansarda;;131,3;131,3; bivalni prostor;59,35;;;
485431;995;ŠEMPETER V SAVINJSKI DOLINI;ŽALEC;1448;10;;ŠEMPETER V SAVINJ. DOLINI;POD SMREKAMI;12;;10;2;0;;;;26,5;;;;1976;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;26,5;25; bivalni prostor | klet;26,5;;;
494482;964;VELENJE;VELENJE;1446;13;GARAŽA;Velenje;Cesta Borisa Kraigherja;4;;13;4;0;;;;11,76;;;;1965;1242001 - Samostoječa garaža, vrstna garaža;klet;;11,6;11,6; garaža;;;;
512649;1739;ZGORNJA ŠIŠKA;LJUBLJANA;3019;1;P6;;;;;;5;1;2;;;28,43;;;;1945;1220301 - Poslovni prostori;pritličje;;2473;1606,7; poslovni prostor;28,43;;;
517461;1727;POLJANSKO PREDMESTJE;LJUBLJANA;808;11;3.nadstropje;LJUBLJANA;ZEMLJEMERSKA ULICA;12;;11;5;0;3;;;319,1;;;;1975;9 - Poslovni del stavbe;nadstropje;;319,1;319,1; poslovni prostor;;;;
485728;2636;BEŽIGRAD;LJUBLJANA;3626;476;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;13,9;;;;1996;1242003 - Pokrito parkirišče;klet;;13,9;13,9; garažni parkirni prostor;13,9;;;
504704;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;7643;683;;;;;;;3;0;;;;12,3;;;;2005;15 - Garaža;klet;;12,3;12,3; garaža | garaža;12,3;;;
513407;1723;VIČ;LJUBLJANA;5537;72;;LJUBLJANA;FAJFARJEVA ULICA;33;;72;4;0;;;;12;;;;2006;15 - Garaža;klet;;12;12; garaža;;;;
476265;1938;MENGEŠ;MENGEŠ;574;1;3;MENGEŠ;PREŠERNOVA CESTA;35; ;;16;1;;;;10,7;;;;1960;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;10;287,8;242,9; bivalni prostor | garaža;10,7;;;
504637;529;JUROVSKI DOL;SVETI JURIJ V SLOV. GORICAH;433;2;;JUROVSKI DOL;JUROVSKI DOL;40;D;2;6;0;2;;;20;;;;2019;1 - Stanovanje v enostanovanjski stavbi;nadstropje;;114;93,8; bivalni prostor | odprta terasa, balkon, loža | tehnični prostor;20;;;
476348;1077;CELJE;CELJE;1326;3;3;CELJE;AŠKERČEVA ULICA;15;;3;5;1;3;;;31,32;;;;1972;1211202 - Restavracija, gostilna;nadstropje;0;294,2;294,2; lokal, prodajalna;31,32;;;
508289;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
512877;1727;POLJANSKO PREDMESTJE;LJUBLJANA;1066;56;;LJUBLJANA;BARVARSKA STEZA;6;;56;3;0;;;;12;;;;2008;2 - Stanovanje;nadstropje;;96;93,9; bivalni prostor | zaprta terasa, balkon, loža;;;;
484863;2455;SEŽANA;SEŽANA;682;19;101;SEŽANA;ULICA MIRKA PIRCA;4;;101;5;0;3;;;14,7;;;;1967;1220301 - Poslovni prostori;nadstropje;;14,7;14,7; poslovni prostor;14,7;;;
485591;2636;BEŽIGRAD;LJUBLJANA;2780;721;15-071-121;LJUBLJANA;DUNAJSKA CESTA;50;;960;9;0;1;;;24,5;;;;1974;1230104 - Prodajalna;pritličje;;1320,9;0; lokal, prodajalna | lokal, prodajalna | lokal, prodajalna | lokal, prodajalna | lokal, prodajalna | lokal, prodajalna;;1;0;20
485801;2636;BEŽIGRAD;LJUBLJANA;7937;571;;;;;;;3;0;;;;11,7;;;;1996;1242003 - Pokrito parkirišče;klet;;11,7;11,7; garažni parkirni prostor;11,7;;;
508337;1737;TABOR;LJUBLJANA;230;102;;LJUBLJANA;TRDINOVA ULICA;9;;9;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;2680,4;2680,4; garažni parkirni prostor;;;;
508387;1737;TABOR;LJUBLJANA;230;102;;LJUBLJANA;TRDINOVA ULICA;9;;9;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;2680,4;2680,4; garažni parkirni prostor;;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;306;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
500366;2682;BRDO;LJUBLJANA;671;33;;LJUBLJANA;TEHNOLOŠKI PARK;19;;33;5;0;3;;;51,8;;;;2007;1220301 - Poslovni prostori;nadstropje;;51,8;51,8; poslovni prostor;;;;
517654;2455;SEŽANA;SEŽANA;1704;2;N 4;SEŽANA;PARTIZANSKA CESTA;82;;4;5;0;3;;;15,8;;;;1953;1220301 - Poslovni prostori;pritličje;;1512,3;1497,3; poslovni prostor | skupni komunikacijski prostor;;;;
480217;1484;ŠMIHEL PRI NOVEM MESTU;NOVO MESTO;365;15;0;Novo mesto;Ulica Slavka Gruma;18;;15;2;0;;;;44,9;;;;1984;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;45,8;44,9; bivalni prostor;;;;
509317;2175;JESENICE;JESENICE;683;1;;;;;;;11;0;;;;600;;;;1960;1251001 - Industrijski del stavbe;pritličje;;1435,5;1435,5; proizvodni in skladiščni prostor;600;;;
497838;964;VELENJE;VELENJE;2350;7;GARSONJERA;Velenje;Kersnikova cesta;6;;7;2;0;;;;29,74;;;;1956;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;mansarda;;30,8;23; bivalni prostor;;;;
504702;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;7643;729;1722 7643 729;;;;;;3;0;;;;12,5;;;;2005;1242002 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;378;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
501016;763;OPLOTNICA;OPLOTNICA;991;3;;Oplotnica;Grajska cesta;27;;3;2;1;;;;27;;;;1890;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;27;27; bivalni prostor;27;;;
508531;2004;BOROVNICA;;1948;105;;;;;;;3;0;;;;13,1;;;;2012;16 - Garažno parkirno mesto;klet;;13,1;13,1; garažni parkirni prostor;13,1;;;
504573;1590;KOČEVSKA REKA;KOČEVJE;140;1;;KOČEVSKA REKA;KOČEVSKA REKA;14;;1;2;1;;;;22;;;;1923;2 - Stanovanje;pritličje;;19,8;14,1; bivalni prostor | klet | odprta terasa, balkon, loža;22;;;
479883;964;VELENJE;VELENJE;4553;1;;;;;;;5;1;3;;;10;;;;1985;1252002 - Skladišča;pritličje;;1574;1574; proizvodni in skladiščni prostor;10;;;
489108;1730;MOSTE;LJUBLJANA;1386;1;;LJUBLJANA;ZALOŠKA CESTA;59;;;8;0;2;;;302;;;;1974;1230104 - Prodajalna;pritličje;;709,9;552,7; lokal, prodajalna;;;;
492321;2304;NOVA GORICA;NOVA GORICA;932;107;;Nova Gorica;Ulica XXX. divizije;19;B;107;2;0;;;;83,51;;;;1987;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;90,9;78,7; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
494317;660;STUDENCI;MARIBOR;4451;9;;MARIBOR;PRERADOVIČEVA ULICA;17;B;9;2;0;;;;82,75;;;;2006;2 - Stanovanje;nadstropje;;82,1;66,5; bivalni prostor;;0;;
501127;2100;KRANJ;KRANJ;385;47;47;Kranj;Koroška cesta;2;;47;5;0;3;;;14,5;;;;1933;1220201 - Banka, pošta, zavarovalnica;nadstropje;;14,5;14,5; poslovni prostor;;;;
485124;1739;ZGORNJA ŠIŠKA;LJUBLJANA;6767;778;6755;LJUBLJANA;RAKUŠEVA ULICA;8;;793;2;0;;;;48,67;;;;2009;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;2;69,2;44,9; bivalni prostor | odprta terasa, balkon, loža;;;;
492360;693;MIKLAVŽ NA DRAVSKEM POLJU;MIKLAVŽ NA DRAVSKEM POLJU;2769;1;;MIKLAVŽ NA DRAVSKEM POLJU;ČRNICE;2;;2;2;0;;;;123,1;;;;2004;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;123,1;111,5; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
479555;1908;PODGORJE;KAMNIK;1299;1;;KAMNIK;LJUBLJANSKA CESTA;15;;;14;0;;;;15;;;;1979;13 - Skupna raba;;;15;0; skupni komunikacijski prostor;;;;
513475;2316;VRTOJBA;ŠEMPETER-VRTOJBA;52;3;M17;VRTOJBA;MEDNARODNI PREHOD;6;;3;5;0;3;;;28,3;;;;1986;9 - Poslovni del stavbe;nadstropje;;891,3;721,2; poslovni prostor;28,3;;;
517025;680;TEZNO;MARIBOR;5140;30;;MARIBOR;V BOROVJU;7;;315;2;1;;;;19,22;;;;2008;2 - Stanovanje;nadstropje;;19,2;19,2; bivalni prostor;;0;;
485727;2636;BEŽIGRAD;LJUBLJANA;3626;232;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;12,5;;;;1996;1242003 - Pokrito parkirišče;klet;;12,5;12,5; garažni parkirni prostor;12,5;;;
504704;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;7643;664;;;;;;;3;0;;;;12,5;;;;2005;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;315;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
489315;2100;KRANJ;KRANJ;657;7;;Kranj;Sejmišče;1;;7;2;1;;;;46;;;;1900;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;33,1;33,1; bivalni prostor;;;;
509210;1724;BREZOVICA;BREZOVICA;91;1;;BREZOVICA PRI LJUBLJANI;REMŠKARJEVA CESTA;20;;;2;1;;;;24;;;;1972;1 - Stanovanje v enostanovanjski stavbi;nadstropje;;164;54,3; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;24;;;
495035;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
505556;1937;HOMEC;;1477;5;;;;;;;3;0;;;;12,4;;;;2019;16 - Garažno parkirno mesto;klet;;12,4;12,4; garažni parkirni prostor;12,4;;;
480224;657;MARIBOR GRAD;MARIBOR;2574;32;;MARIBOR;TRG LEONA ŠTUKLJA;5;;32;5;1;3;;;17,6;;;;1980;1220301 - Poslovni prostori;nadstropje;;17,6;17,6; poslovni prostor;17,6;;;
505072;1738;DRAVLJE;LJUBLJANA;2979;1;;LJUBLJANA;VEROVŠKOVA ULICA;72;;1;5;1;3;;;433,83;;;;1980;1220301 - Poslovni prostori;pritličje;;2000;1788; poslovni prostor;;;;
516919;1730;MOSTE;LJUBLJANA;4075;152;;LJUBLJANA;ŠMARTINSKA CESTA;140;;36;4;0;;;;12;;;;2000;15 - Garaža;pritličje;;10,6;10,6; garaža;;;;
500629;2682;BRDO;LJUBLJANA;693;196;;;;;;;3;0;;;;12,5;;;;2008;1242002 - garaža v garažni hiši;pritličje;;12,5;12,5; garaža;;;;
504773;882;RAVNE;RAVNE NA KOROŠKEM;1163;10;10;RAVNE NA KOROŠKEM;ČEČOVJE;31;;10;2;1;;;;46,9;;;;1956;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;;46,9;41,9; bivalni prostor | klet;;;;
517265;1300;BREŽICE;BREŽICE;407;2;;BREŽICE;POD OBZIDJEM;26;;1;5;1;2;;;35,7;;;;1953;9 - Poslovni del stavbe;pritličje;;35,7;35,7; poslovni prostor;35,7;;;
509167;680;TEZNO;MARIBOR;3411;1;;MARIBOR;PTUJSKA CESTA;188;;1;8;0;2;;;0,36;;;;1997;1230301 - Bencinski servis za maloprodajo;pritličje;;446,8;143,5; lokal, prodajalna | tehnični prostor;;;;
517017;659;TABOR;MARIBOR;184;111;;MARIBOR;MAGDALENSKI TRG;9;;111;2;0;;;;52,62;;;;1992;2 - Stanovanje;nadstropje;;54,1;48,1; bivalni prostor | klet | odprta terasa, balkon, loža;;0;;
517093;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
